1	0	0
1	1	114
1	2	146
1	3	231
1	4	329
1	5	406
1	6	461
1	7	499
1	8	527
1	9	559
1	10	580
1	11	594
1	12	609
1	13	625
1	14	636
1	15	648
1	16	658
1	17	662
1	18	664
1	19	668
1	20	672
1	21	675
1	22	679
1	23	680
1	24	680
1	25	683
1	26	686
1	27	686
1	28	686
1	29	686
1	30	686
1	31	687
1	32	687
1	33	689
1	34	689
1	35	690
1	36	690
1	37	691
1	38	693
1	39	694
1	40	695
1	41	695
1	42	695
1	43	698
1	44	699
1	45	703
1	46	706
1	47	709
1	48	711
1	49	711
1	50	714
1	51	721
1	52	727
1	53	731
1	54	737
1	55	739
1	56	745
1	57	746
1	58	750
1	59	751
1	60	754
1	61	757
1	62	759
1	63	759
1	64	761
1	65	763
1	66	763
1	67	765
1	68	767
1	69	767
1	70	769
1	71	771
1	72	771
1	73	772
1	74	773
1	75	774
1	76	774
1	77	778
1	78	779
1	79	780
1	80	782
1	81	784
1	82	786
1	83	787
1	84	788
1	85	788
1	86	790
1	87	791
1	88	792
1	89	794
1	90	794
1	91	794
1	92	796
1	93	796
1	94	796
1	95	796
1	96	796
1	97	797
1	98	798
1	99	799
1	100	800
1	101	801
1	102	802
1	103	803
1	104	803
1	105	803
1	106	805
1	107	808
1	108	810
1	109	810
1	110	812
1	111	812
1	112	812
1	113	812
1	114	812
1	115	812
1	116	812
1	117	813
1	118	813
1	119	813
1	120	814
1	121	814
1	122	814
1	123	814
1	124	814
1	125	814
1	126	814
1	127	815
1	128	815
1	129	815
1	130	815
1	131	815
1	132	815
1	133	815
1	134	815
1	135	815
1	136	815
1	137	815
1	138	815
1	139	815
1	140	815
1	141	815
1	142	815
1	143	816
1	144	816
1	145	816
1	146	817
1	147	817
1	148	817
1	149	818
1	150	818
1	151	818
1	152	818
1	153	818
1	154	818
1	155	819
1	156	819
1	157	819
1	158	819
1	159	820
1	160	820
1	161	820
1	162	821
1	163	821
1	164	821
1	165	822
1	166	822
1	167	823
1	168	824
1	169	824
1	170	825
1	171	825
1	172	825
1	173	825
1	174	825
1	175	825
1	176	826
1	177	826
1	178	826
1	179	826
1	180	827
1	181	827
1	182	828
1	183	828
1	184	828
1	185	829
1	186	829
1	187	829
1	188	829
1	189	829
1	190	829
1	191	829
1	192	829
1	193	829
1	194	829
1	195	830
1	196	830
1	197	830
1	198	830
1	199	831
1	200	831
1	201	832
1	202	833
1	203	834
1	204	834
1	205	835
1	206	835
1	207	835
1	208	836
1	209	836
1	210	836
1	211	836
1	212	836
1	213	836
1	214	836
1	215	836
1	216	836
1	217	836
1	218	837
1	219	837
1	220	837
1	221	837
1	222	837
1	223	837
1	224	837
1	225	837
1	226	837
1	227	837
1	228	837
1	229	837
1	230	837
1	231	837
1	232	837
1	233	837
1	234	837
1	235	837
1	236	837
1	237	838
1	238	838
1	239	838
1	240	838
1	241	838
1	242	838
1	243	838
1	244	838
1	245	838
1	246	839
1	247	839
1	248	839
1	249	839
1	250	839
1	251	839
1	252	839
1	253	839
1	254	839
1	255	839
1	256	839
1	257	839
1	258	839
1	259	839
1	260	839
1	261	839
1	262	839
1	263	839
1	264	839
1	265	839
1	266	839
1	267	840
1	268	840
1	269	840
1	270	840
1	271	840
1	272	841
1	273	841
1	274	841
1	275	841
1	276	841
1	277	841
1	278	842
1	279	843
1	280	843
1	281	843
1	282	843
1	283	843
1	284	844
1	285	844
1	286	846
1	287	846
1	288	847
1	289	847
1	290	847
1	291	847
1	292	847
1	293	847
1	294	847
1	295	847
1	296	847
1	297	847
1	298	847
1	299	847
