1	0	0
1	1	28
1	2	41
1	3	54
1	4	60
1	5	67
1	6	71
1	7	73
1	8	77
1	9	79
1	10	83
1	11	83
1	12	83
1	13	84
1	14	84
1	15	84
1	16	86
1	17	86
1	18	90
1	19	91
1	20	93
1	21	94
1	22	95
1	23	96
1	24	97
1	25	97
1	26	97
1	27	97
1	28	98
1	29	98
1	30	100
1	31	101
1	32	102
1	33	102
1	34	102
1	35	103
1	36	103
1	37	103
1	38	103
1	39	103
1	40	103
1	41	104
1	42	105
1	43	105
1	44	105
1	45	105
1	46	105
1	47	105
1	48	106
1	49	106
1	50	106
1	51	106
1	52	106
1	53	106
1	54	106
1	55	106
1	56	106
1	57	106
1	58	106
1	59	106
1	60	106
1	61	106
1	62	106
1	63	106
1	64	106
1	65	106
1	66	106
1	67	106
1	68	106
1	69	106
1	70	106
1	71	106
1	72	106
1	73	106
1	74	106
1	75	106
1	76	106
1	77	106
1	78	106
1	79	106
1	80	106
1	81	106
1	82	106
1	83	106
1	84	107
1	85	107
1	86	107
1	87	107
1	88	107
1	89	107
1	90	107
1	91	108
1	92	108
1	93	108
1	94	108
1	95	109
1	96	109
1	97	109
1	98	109
1	99	109
1	100	109
1	101	109
1	102	109
1	103	109
1	104	109
1	105	109
1	106	109
1	107	109
1	108	109
1	109	109
1	110	109
1	111	109
1	112	109
1	113	110
1	114	110
1	115	110
1	116	110
1	117	110
1	118	110
1	119	110
1	120	110
1	121	110
1	122	111
1	123	111
1	124	111
1	125	111
1	126	111
1	127	111
1	128	111
1	129	111
1	130	111
1	131	111
1	132	111
1	133	111
1	134	112
1	135	112
1	136	112
1	137	112
1	138	112
1	139	112
1	140	112
1	141	112
1	142	112
1	143	112
1	144	112
1	145	112
1	146	112
1	147	112
1	148	112
1	149	112
1	150	112
1	151	112
1	152	112
1	153	112
1	154	112
1	155	112
1	156	112
1	157	112
1	158	112
1	159	112
1	160	112
1	161	112
1	162	112
1	163	112
1	164	112
1	165	112
1	166	112
1	167	112
1	168	112
1	169	112
1	170	112
1	171	112
1	172	112
1	173	112
1	174	112
1	175	112
1	176	112
1	177	112
1	178	112
1	179	112
1	180	112
1	181	112
1	182	112
1	183	112
1	184	112
1	185	112
1	186	112
1	187	112
1	188	112
1	189	112
1	190	112
1	191	112
1	192	112
1	193	112
1	194	112
1	195	112
1	196	112
1	197	112
1	198	112
1	199	112
1	200	112
1	201	112
1	202	112
1	203	112
1	204	112
1	205	112
1	206	112
1	207	112
1	208	112
1	209	112
1	210	112
1	211	112
1	212	112
1	213	112
1	214	112
1	215	112
1	216	113
1	217	113
1	218	113
1	219	113
1	220	113
1	221	113
1	222	113
1	223	113
1	224	113
1	225	113
1	226	113
1	227	113
1	228	113
1	229	113
1	230	113
1	231	113
1	232	113
1	233	113
1	234	113
1	235	113
1	236	113
1	237	113
1	238	113
1	239	113
1	240	113
1	241	113
1	242	113
1	243	113
1	244	113
1	245	113
1	246	113
1	247	113
1	248	113
1	249	113
1	250	113
1	251	113
1	252	113
1	253	113
1	254	113
1	255	113
1	256	113
1	257	113
1	258	113
1	259	113
1	260	113
1	261	113
1	262	113
1	263	113
1	264	113
1	265	113
1	266	113
1	267	113
1	268	113
1	269	113
1	270	113
1	271	113
1	272	114
1	273	114
1	274	114
1	275	114
1	276	114
1	277	114
1	278	115
1	279	115
1	280	115
1	281	115
1	282	115
1	283	115
1	284	115
1	285	115
1	286	115
1	287	115
1	288	115
1	289	115
1	290	115
1	291	115
1	292	115
1	293	115
1	294	115
1	295	115
1	296	115
1	297	115
1	298	115
1	299	115
